Game,Console Name,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,Activision,1.38,0.05,0.0,0.02,1.45
Motocross Mania 3,XB,2005.0,Racing,Take-Two Interactive,0.01,0.0,0.0,0.0,0.02
Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14
Gretzky NHL 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14
Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
Gun,PS2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17
Mario Superstar Baseball,GC,2005.0,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46
Chicago Enforcer,XB,2005.0,Shooter,Kemco,0.02,0.0,0.0,0.0,0.02
Major League Baseball 2K5,PS2,2005.0,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48
Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12
Golden Nugget Casino DS,DS,2005.0,Misc,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
Kao Challengers,PSP,2005.0,Platform,Atari,0.02,0.0,0.0,0.0,0.02
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
Naruto RPG 2: Chidori vs Rasengan,DS,2005.0,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14
Shadow of the Colossus,PS2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14
Royal Palace of White Sword and The City of Gentiles,PS2,2005.0,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.14
Ultimate Puzzle Games,GBA,2005.0,Puzzle,Telegames,0.01,0.0,0.0,0.0,0.02
Wild ARMs 4,PS2,2005.0,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14
Sacred Gold,PC,2005.0,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02
Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25
The Sims 2,PSP,2005.0,Simulation,Electronic Arts,0.49,0.55,0.0,0.33,1.37
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12
Doom 3,XB,2005.0,Shooter,Activision,0.85,0.43,0.0,0.06,1.34
Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005.0,Misc,Activision,0.1,0.04,0.0,0.0,0.14
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005.0,Misc,Vivendi Games,0.09,0.03,0.0,0.0,0.12
Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39
Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12
Starship Troopers,PC,2005.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02
Madagascar,PS2,2005.0,Platform,Activision,0.78,0.45,0.0,0.07,1.31
SingStar '80s,PS2,2005.0,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.3
Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,0.74,0.05,0.43,0.07,1.29
Midnight Club 3: DUB Edition (America weekly sales),PS2,2005.0,Racing,Take-Two Interactive,1.22,0.05,0.0,0.01,1.29
NBA Live 06 (Weekly american sales),PS2,2005.0,Sports,Electronic Arts,1.35,0.05,0.0,0.02,1.42
Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27
Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,Atari,0.1,0.02,1.12,0.01,1.26
Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12
MVP Baseball 2005,PS2,2005.0,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54
Top Gear RPM Tuning,XB,2005.0,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92
MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03
Super Princess Peach,DS,2005.0,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03
The Professor's Brain Trainer: Logic,DS,2005.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
GT Legends,PC,2005.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02
Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,Activision,0.8,0.63,0.01,0.19,1.62
Namco Museum 50th Anniversary (JP sales),PS2,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15
187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15
Falcon 4.0: Allied Force,PC,2005.0,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02
Namco Museum Battle Collection (JP sales),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98
Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.03,0.01,0.08,0.98
NBA Live 06 (All region sales),PS2,2005.0,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64
ScrapLand,XB,2005.0,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02
Destroy All Humans!,PS2,2005.0,Shooter,THQ,0.78,0.03,0.0,0.13,0.94
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.15
Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11
WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03
Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15
PokÃ©mon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005.0,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13
FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
Mario Party 7,GC,2005.0,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11
SBK: Snowboard Kids,DS,2005.0,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02
The Sims: Complete Collection,PC,2005.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02
Dollar Dash,PS2,2005.0,Action,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6
Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15
Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08
Star Fox: Assault,GC,2005.0,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08
SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07
Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
Iron Phoenix,XB,2005.0,Fighting,Sega,0.02,0.0,0.0,0.0,0.02
NBA Street V3,PS2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06
Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61
Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05
Super Mario Strikers,GC,2005.0,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
Doom 3: Resurrection of Evil,XB,2005.0,Shooter,Activision,0.53,0.15,0.0,0.03,0.71
Rainbow Islands Revolution,DS,2005.0,Platform,Rising Star Games,0.01,0.0,0.0,0.0,0.02
Jade Empire,XB,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7
Tales of the Abyss,PS2,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
Retro Atari Classics,DS,2005.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13
Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13
X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63
NASCAR 06: Total Team Control,PS2,2005.0,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63
Elf Bowling 1 & 2,GBA,2005.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
Advent Rising,XB,2005.0,Action,THQ,0.1,0.03,0.0,0.0,0.13
Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
Big Brain Academy,DS,2005.0,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005.0,Adventure,Activision,0.08,0.06,0.0,0.02,0.16
ATV Offroad Fury: Blazin' Trails,PSP,2005.0,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57
Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11
Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0,0.11
Far Cry Instincts,XB,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57
Jampack Volume 13 (RP-T),PS2,2005.0,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64
NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005.0,Simulation,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,THQ,0.47,0.17,0.0,0.01,0.65
Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65
Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17
Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13
Driv3r,GBA,2005.0,Racing,Atari,0.02,0.01,0.0,0.0,0.03
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Atari,0.07,0.05,0.0,0.02,0.13
Marble Madness / Klax,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
Paperboy / Rampage,GBA,2005.0,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13
Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57
Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,2.9,2.81,0.24,1.73,7.69
NBA Live 06,XB,2005.0,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005.0,Action,Konami Digital Entertainment,0.0,0.03,0.1,0.0,0.13
DS Rakubiki Jiten,DS,2005.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,THQ,0.44,0.16,0.0,0.01,0.61
Let's Ride: Sunshine Stables,GBA,2005.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01,0.11
Half-Life 2,XB,2005.0,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61
Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
Pokemon Trozei!,DS,2005.0,Puzzle,Nintendo,0.25,0.0,0.31,0.02,0.59
Lord of the Rings: Tactics,PSP,2005.0,Strategy,Electronic Arts,0.11,0.01,0.0,0.01,0.13
Breath of Fire III,PSP,2005.0,Role-Playing,Capcom,0.0,0.02,0.0,0.01,0.03
Shin Sangoku Musou 4 Special,X360,2005.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
PGR3 - Project Gotham Racing 3,X360,2005.0,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6
Dai-3-Ji Super Robot Taisen Î±: Shuuen no Ginga e,PS2,2005.0,Strategy,Banpresto,0.0,0.0,0.59,0.0,0.59
God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.16
S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03
Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11
Guild Wars,PC,2005.0,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03
Midway Arcade Treasures 3,PS2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16
Ape Escape 3,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.01,0.16
Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16
Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
Tony Hawk's American Wasteland,XB,2005.0,Sports,Activision,0.4,0.2,0.0,0.03,0.62
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005.0,Misc,Sega,0.0,0.0,0.13,0.0,0.13
Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005.0,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13
Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65
Radiata Stories,PS2,2005.0,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65
Electroplankton,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03
Spyro: Shadow Legacy,DS,2005.0,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.16
Prince of Persia: The Two Thrones,PS2,2005.0,Action,Ubisoft,0.57,0.02,0.0,0.09,0.68
Harvest Moon DS (jp sales),DS,2005.0,Simulation,Rising Star Games,0.0,0.0,0.13,0.0,0.13
Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56
James Pond: Codename Robocod,GBA,2005.0,Platform,Play It,0.02,0.01,0.0,0.0,0.03
Batman Begins,PS2,2005.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03
Popeye: Rush for Spinach,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03
Brain Age: Train Your Brain in Minutes a Day,DS,2005.0,Misc,Nintendo,4.74,9.2,4.16,2.04,20.15
Battlefield 2: Modern Combat,XB,2005.0,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56
Brain Age 2: More Training in Minutes a Day,DS,2005.0,Puzzle,Nintendo,3.43,5.35,5.32,1.18,15.29
Animal Crossing: Wild World,DS,2005.0,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13
Star Wars: Republic Commando,XB,2005.0,Shooter,Activision,0.48,0.17,0.0,0.02,0.67
Virtua Tennis: World Tour (US & Others sales),PSP,2005.0,Sports,Sega,0.16,0.36,0.0,0.14,0.67
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
Drakengard 2,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13
Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
Guitar Hero,PS2,2005.0,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
Mortal Kombat: Shaolin Monks,PS2,2005.0,Action,Midway Games,0.58,0.02,0.0,0.09,0.69
Halo 2 Multiplayer Map Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69
Disney's Chicken Little,GBA,2005.0,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7
Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1
Cabela's Outdoor Adventures,XB,2005.0,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0,0.1
Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05,0.7
Mario Kart DS,DS,2005.0,Racing,Nintendo,9.71,7.47,4.13,1.9,23.21
Jump Super Stars,DS,2005.0,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
Nintendogs,DS,2005.0,Simulation,Nintendo,9.05,10.95,1.93,2.74,24.67
Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1
LifeSigns: Surgical Unit,DS,2005.0,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.01
Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1
Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11
Totally Spies!,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03
ATV: Quad Frenzy,DS,2005.0,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005.0,Misc,Atari,0.1,0.0,0.0,0.01,0.11
Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11
Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
DT Racer,PS2,2005.0,Racing,XS Games,0.06,0.05,0.0,0.02,0.13
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66
Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11
Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1
Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
Dead to Rights: Reckoning,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13
Virtual Pool: Tournament Edition,XB,2005.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.03
Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01
Intellivision Lives!,GC,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48
Fight Night 2004,PS2,2004.0,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48
Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
Unreal Tournament 2004,PC,2004.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
Ridge Racer,PSP,2004.0,Racing,Sony Computer Entertainment,0.36,0.44,0.32,0.27,1.4
Sonic Advance 3,GBA,2004.0,Platform,THQ,0.74,0.52,0.08,0.06,1.4
Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06
Super Mario 64,DS,2004.0,Platform,Nintendo,5.01,3.07,1.25,0.97,10.3
Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23
World of Warcraft,PC,2004.0,Role-Playing,Activision,0.08,6.21,0.0,0.0,6.29
Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45
Castle Shikigami 2,PS2,2004.0,Shooter,Play It,0.01,0.01,0.0,0.0,0.02
The Urbz: Sims In the City (US weekly sales),DS,2004.0,Simulation,Electronic Arts,0.26,0.0,0.0,0.02,0.28
Famicom Mini: Star Soldier,GBA,2004.0,Shooter,Nintendo,0.0,0.0,0.08,0.0,0.08
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53
Onimusha 3: Demon Siege,PS2,2004.0,Action,Capcom,0.37,0.47,0.54,0.07,1.45
Wade Hixton's Counter Punch,GBA,2004.0,Sports,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
Mega Man X8,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.04,0.29
NFL Street,PS2,2004.0,Sports,Electronic Arts,1.15,0.08,0.0,0.19,1.42
Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
Indycar Series 2005,XB,2004.0,Action,Codemasters,0.06,0.02,0.0,0.0,0.08
Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07
Kenshuui Tendo Dokuta,DS,2004.0,Simulation,Spike,0.0,0.0,0.08,0.0,0.08
F/A-18F Super Hornet,GBA,2004.0,Simulation,Majesco Entertainment,0.2,0.08,0.0,0.01,0.28
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.44
Gran Turismo 4,PS2,2004.0,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66
Final Fantasy X-2: International + Last Mission,PS2,2004.0,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29
Feel the Magic XY/XX,DS,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29
Samurai Western,PS2,2004.0,Action,505 Games,0.04,0.03,0.0,0.01,0.08
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004.0,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23
Classic NES Series: Super Mario Bros.,GBA,2004.0,Platform,Nintendo,0.0,0.0,1.39,0.03,1.43
SD Gundam Force,GBA,2004.0,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02
